City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
524,Missoula,US,47.0166,-113.8009,21.85,57,77,2.1,broken clouds,2021-11-23 15:35:02
525,Van Buren,US,35.4368,-94.3483,55.42,66,1,1.99,clear sky,2021-11-23 15:35:54
526,Waipawa,NZ,-41.4122,175.5153,50.04,80,95,3.56,overcast clouds,2021-11-23 15:35:54
527,Leshukonskoye,RU,64.8989,45.7622,11.5,98,97,4.54,overcast clouds,2021-11-23 15:35:54
528,Villa Carlos Paz,AR,-31.4241,-64.4978,79.39,48,85,4.0,overcast clouds,2021-11-23 15:35:55
529,Bocaiuva,BR,-17.1078,-43.815,85.71,44,43,4.29,scattered clouds,2021-11-23 15:35:55
530,Westport,US,41.1415,-73.3579,41.09,53,1,1.01,clear sky,2021-11-23 15:31:26
531,Hami,CN,42.8,93.45,26.85,63,44,3.36,scattered clouds,2021-11-23 15:35:55
532,Te Anau,NZ,-45.4167,167.7167,42.85,96,29,0.83,scattered clouds,2021-11-23 15:35:56
533,Kindu,CD,-2.95,25.95,74.21,93,77,1.07,light rain,2021-11-23 15:35:56
534,Camacupa,AO,-12.0167,17.4833,75.18,56,79,2.89,broken clouds,2021-11-23 15:35:57
535,Ipil,PH,7.75,122.5167,76.01,88,100,4.56,overcast clouds,2021-11-23 15:35:57
536,Radnevo,BG,42.3,25.9333,57.51,68,100,7.45,overcast clouds,2021-11-23 15:35:57
537,Gondanglegi,ID,-7.7479,112.0132,76.19,94,100,3.67,moderate rain,2021-11-23 15:35:56
538,Port Keats,AU,-14.25,129.55,84.51,75,38,9.98,scattered clouds,2021-11-23 15:35:58
539,Bengkulu,ID,-3.8004,102.2655,76.12,87,100,6.17,moderate rain,2021-11-23 15:34:15
540,Belaya Gora,RU,68.5333,146.4167,-28.53,100,99,3.53,overcast clouds,2021-11-23 15:35:58
541,Banjar,ID,-8.19,114.9675,78.66,89,100,2.93,overcast clouds,2021-11-23 15:35:59
542,Kuching,MY,1.55,110.3333,77.22,94,40,1.14,scattered clouds,2021-11-23 15:35:59
543,Irece,BR,-11.3042,-41.8558,85.78,44,96,4.25,overcast clouds,2021-11-23 15:34:34
544,Luderitz,NA,-26.6481,15.1594,69.98,63,0,26.49,clear sky,2021-11-23 15:34:13
545,Bandarbeyla,SO,9.4942,50.8122,80.35,71,100,17.0,overcast clouds,2021-11-23 15:36:00
546,Lixourion,GR,38.2019,20.4314,64.8,70,87,4.09,overcast clouds,2021-11-23 15:36:00
547,Tsumeb,NA,-19.2333,17.7167,90.95,8,17,7.87,few clouds,2021-11-23 15:36:00
548,Urdoma,RU,61.7533,48.5442,19.45,91,100,9.26,overcast clouds,2021-11-23 15:36:01
549,Terme,TR,41.2092,36.9739,60.96,71,100,7.52,overcast clouds,2021-11-23 15:36:01
550,Ploemeur,FR,47.7333,-3.4333,50.83,52,0,19.57,clear sky,2021-11-23 15:36:01
551,Kankakee,US,41.15,-87.8667,34.02,65,1,4.61,clear sky,2021-11-23 15:36:02
552,Eureka,US,40.8021,-124.1637,46.26,94,81,16.26,broken clouds,2021-11-23 15:36:02
553,Tessalit,ML,20.1986,1.0114,87.91,20,92,13.8,overcast clouds,2021-11-23 15:36:02
554,Trairi,BR,-3.2778,-39.2689,89.55,55,16,15.84,few clouds,2021-11-23 15:31:25
555,San Antonio,US,29.4241,-98.4936,62.01,54,40,0.0,scattered clouds,2021-11-23 15:32:01
556,Ramat Yishay,IL,32.7006,35.1797,68.88,60,0,3.44,clear sky,2021-11-23 15:36:03
557,Cruz Grande,MX,16.7333,-99.1333,79.18,62,12,1.52,few clouds,2021-11-23 15:36:03
558,Samarai,PG,-10.6167,150.6667,83.14,78,23,12.53,few clouds,2021-11-23 15:36:04
559,Dauphin,CA,51.1494,-100.0502,32.14,69,1,23.02,clear sky,2021-11-23 15:36:04
560,Umm Kaddadah,SD,13.6017,26.6876,79.12,14,85,13.13,overcast clouds,2021-11-23 15:34:26
561,Torit,SS,4.4133,32.5678,85.08,39,58,2.04,broken clouds,2021-11-23 15:36:05
562,Yulara,AU,-25.2406,130.9889,69.64,64,90,12.66,overcast clouds,2021-11-23 15:36:05
563,Marathon,US,44.9,-89.7668,31.24,64,1,1.01,clear sky,2021-11-23 15:36:06
564,Bardiyah,LY,31.7561,25.0865,69.53,41,95,6.87,overcast clouds,2021-11-23 15:36:06
565,Wanaka,NZ,-44.7,169.15,47.1,87,23,1.66,few clouds,2021-11-23 15:36:07
566,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,88.36,37,100,8.57,overcast clouds,2021-11-23 15:36:07
567,Qaqortoq,GL,60.7167,-46.0333,19.9,65,87,6.24,overcast clouds,2021-11-23 15:35:51
568,Labuan,MY,5.2767,115.2417,77.36,100,20,0.0,few clouds,2021-11-23 15:36:08
569,Akureyri,IS,65.6835,-18.0878,31.93,93,90,10.36,light snow,2021-11-23 15:36:08
570,Boguchany,RU,58.3814,97.4531,19.71,94,100,4.41,overcast clouds,2021-11-23 15:36:09
571,Ocosingo,MX,17.0667,-92.25,60.64,75,68,1.63,broken clouds,2021-11-23 15:36:09
572,Navolato,MX,24.7672,-107.6944,66.38,39,67,4.18,broken clouds,2021-11-23 15:36:09
573,Geraldton,AU,-28.7667,114.6,63.01,72,0,12.66,clear sky,2021-11-23 15:36:10
574,Mattoon,US,39.4831,-88.3728,34.63,59,1,4.61,clear sky,2021-11-23 15:33:45
575,Turkistan,KZ,43.0,68.0,45.46,49,12,3.74,few clouds,2021-11-23 15:36:10
576,Iracoubo,GF,5.4802,-53.2011,84.24,69,95,9.17,overcast clouds,2021-11-23 15:36:11
577,Tutoia,BR,-2.7619,-42.2744,91.38,62,59,13.85,broken clouds,2021-11-23 15:36:11
578,Urubicha,BO,-15.3833,-62.95,87.8,66,95,3.4,overcast clouds,2021-11-23 15:36:11
579,Plettenberg Bay,ZA,-34.0527,23.3716,62.17,67,88,4.43,overcast clouds,2021-11-23 15:36:12
580,Sechura,PE,-5.5569,-80.8222,74.98,62,79,8.97,broken clouds,2021-11-23 15:36:12
581,Touros,BR,-5.1989,-35.4608,88.7,60,46,15.26,scattered clouds,2021-11-23 15:36:12
582,Huarmey,PE,-10.0681,-78.1522,70.34,74,90,9.86,overcast clouds,2021-11-23 15:36:13
583,Sakaiminato,JP,35.55,133.2333,49.98,53,75,36.82,broken clouds,2021-11-23 15:36:13
584,Mocuba,MZ,-16.8392,36.9856,85.17,61,70,8.34,broken clouds,2021-11-23 15:36:13
585,Griffith,US,41.5284,-87.4237,35.15,59,1,1.01,clear sky,2021-11-23 15:33:12
586,Volodarka,UA,49.5248,29.9122,35.98,59,97,6.55,overcast clouds,2021-11-23 15:36:14
587,Novaya Ladoga,RU,60.1025,32.3019,25.0,92,98,13.2,overcast clouds,2021-11-23 15:36:14
588,Jiazi,CN,22.8779,116.067,61.03,62,42,11.61,scattered clouds,2021-11-23 15:36:15
589,Marzuq,YE,14.4,46.4667,72.28,20,72,5.1,broken clouds,2021-11-23 15:36:15
590,Luau,AO,-10.7073,22.2247,73.56,76,64,5.19,light rain,2021-11-23 15:36:15
591,Muzhi,RU,65.3667,64.6667,12.15,76,100,15.61,overcast clouds,2021-11-23 15:36:16
592,Bathsheba,BB,13.2167,-59.5167,86.61,66,40,17.27,scattered clouds,2021-11-23 15:36:16
593,Waingapu,ID,-9.6567,120.2641,82.04,74,93,1.12,overcast clouds,2021-11-23 15:34:47
594,Aberdeen,GB,57.1437,-2.0981,47.21,87,56,5.75,broken clouds,2021-11-23 15:36:13
595,Cacapava Do Sul,BR,-30.5122,-53.4914,78.6,31,92,6.62,overcast clouds,2021-11-23 15:36:17
596,Makakilo City,US,21.3469,-158.0858,73.72,86,1,3.44,clear sky,2021-11-23 15:36:17
597,Xuddur,SO,4.1213,43.8894,82.18,29,34,9.93,scattered clouds,2021-11-23 15:36:18
598,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,31,0,29.93,clear sky,2021-11-23 15:36:18
599,Ust-Ilimsk,RU,58.0006,102.6619,10.36,98,41,3.98,scattered clouds,2021-11-23 15:36:18
600,Vostok,RU,46.4856,135.8833,7.59,92,100,11.21,light snow,2021-11-23 15:34:28
601,Sarkand,KZ,45.41,79.9186,35.73,64,71,8.21,broken clouds,2021-11-23 15:36:19
602,Peterhead,GB,57.5058,-1.7981,47.12,79,58,10.98,broken clouds,2021-11-23 15:36:19
603,Aitape,PG,-3.1374,142.3475,78.67,87,100,3.31,overcast clouds,2021-11-23 15:36:20
604,Cserkeszolo,HU,46.8632,20.187,43.09,96,22,3.0,few clouds,2021-11-23 15:36:20
605,Opuwo,NA,-18.0607,13.84,89.82,10,4,14.03,clear sky,2021-11-23 15:36:20
606,Hofn,IS,64.2539,-15.2082,37.78,75,75,8.28,light rain,2021-11-23 15:36:21
607,Vangaindrano,MG,-23.35,47.6,74.62,90,68,10.67,light rain,2021-11-23 15:36:21
608,Belize,BZ,17.25,-88.75,77.32,70,67,3.8,broken clouds,2021-11-23 15:36:21
609,Payo,ID,-3.7508,103.6372,74.17,95,100,1.59,moderate rain,2021-11-23 15:36:22
610,Amod,IN,21.9833,72.9,82.71,47,44,4.59,scattered clouds,2021-11-23 15:36:22
611,Port-Gentil,GA,-0.7193,8.7815,82.36,74,40,10.36,light rain,2021-11-23 15:36:23
612,Yeniseysk,RU,58.4497,92.1703,27.41,95,100,10.11,overcast clouds,2021-11-23 15:36:23
613,Talara,PE,-4.5772,-81.2719,75.96,60,0,13.8,clear sky,2021-11-23 15:36:23
614,Elat,IL,29.5581,34.9482,75.04,60,0,20.71,sand,2021-11-23 15:36:23
615,Manzhouli,CN,49.6,117.4333,-1.07,80,0,6.76,clear sky,2021-11-23 15:36:24
616,Alvorada,BR,-12.48,-49.1247,84.94,67,95,2.68,overcast clouds,2021-11-23 15:36:24
617,Poum,NC,-20.2333,164.0167,77.94,81,100,8.55,overcast clouds,2021-11-23 15:36:25
618,Torbat-E Jam,IR,35.244,60.6225,57.16,39,38,1.54,scattered clouds,2021-11-23 15:36:25
619,Wanning,CN,18.8003,110.3967,67.37,82,97,14.07,overcast clouds,2021-11-23 15:36:25
620,Lucapa,AO,-8.4192,20.7447,77.83,72,48,1.34,scattered clouds,2021-11-23 15:36:26
621,Hualmay,PE,-11.0964,-77.6139,70.0,72,97,10.22,overcast clouds,2021-11-23 15:35:32
622,Sanming,CN,26.2486,117.6186,46.89,87,11,1.03,few clouds,2021-11-23 15:36:26
623,Lahaina,US,20.8783,-156.6825,75.81,76,21,6.2,few clouds,2021-11-23 15:36:27
624,Nianzishan,CN,47.5167,122.8833,13.95,58,91,13.65,overcast clouds,2021-11-23 15:36:27
625,Lianzhou,CN,24.7811,112.3825,46.94,76,29,3.33,scattered clouds,2021-11-23 15:36:28
626,Mackay,AU,-21.15,149.2,78.78,83,75,8.05,broken clouds,2021-11-23 15:36:28
627,Snasa,NO,64.2457,12.3778,44.01,100,100,12.66,light rain,2021-11-23 15:36:28
628,Shimoda,JP,34.6667,138.95,46.11,60,0,29.44,clear sky,2021-11-23 15:35:19
629,Naze,JP,28.3667,129.4833,57.74,70,53,12.73,broken clouds,2021-11-23 15:36:29
630,Ancud,CL,-41.8697,-73.8203,65.73,77,56,8.63,broken clouds,2021-11-23 15:36:29
631,Tiarei,PF,-17.5333,-149.3333,77.02,76,69,3.78,broken clouds,2021-11-23 15:36:30
632,Soe,ID,-9.8607,124.284,68.9,90,56,2.01,broken clouds,2021-11-23 15:36:30
633,Xining,CN,36.6167,101.7667,29.97,29,0,2.24,clear sky,2021-11-23 15:36:30
634,San Pedro De Cajas,PE,-11.2511,-75.8617,51.04,60,100,10.13,overcast clouds,2021-11-23 15:36:31
635,Diego De Almagro,CL,-26.3667,-70.05,80.31,15,99,10.25,overcast clouds,2021-11-23 15:36:31
636,Vung Tau,VN,10.346,107.0843,79.3,82,99,15.26,overcast clouds,2021-11-23 15:36:32
637,Tianpeng,CN,30.9866,103.9393,46.87,71,100,4.61,overcast clouds,2021-11-23 15:36:32
638,Katherine,AU,-14.4667,132.2667,88.12,48,75,10.36,light rain,2021-11-23 15:36:33
639,Flower Mound,US,33.0146,-97.097,60.76,46,1,1.01,clear sky,2021-11-23 15:36:33
640,Halifax,CA,44.6453,-63.5724,41.05,96,90,10.0,mist,2021-11-23 15:36:34
641,Springfield,US,37.2153,-93.2982,48.56,61,1,4.0,clear sky,2021-11-23 15:32:43
642,Beringovskiy,RU,63.05,179.3167,-8.19,89,21,9.6,few clouds,2021-11-23 15:36:34
643,Kathmandu,NP,27.7167,85.3167,57.42,88,75,2.3,mist,2021-11-23 15:36:34
644,Gravelbourg,CA,49.8834,-106.5512,26.87,67,7,5.73,clear sky,2021-11-23 15:36:35
645,Sola,VU,-13.8833,167.55,81.79,75,100,13.2,heavy intensity rain,2021-11-23 15:36:35
646,Gornopravdinsk,RU,60.05,69.9,18.36,95,100,7.92,light snow,2021-11-23 15:36:35
647,Hailar,CN,49.2,119.7,0.93,81,1,8.43,clear sky,2021-11-23 15:36:36
648,Saint-Georges,GD,12.0564,-61.7485,85.68,70,20,19.57,few clouds,2021-11-23 15:36:36
649,Floro,NO,61.5996,5.0328,46.36,100,75,14.97,broken clouds,2021-11-23 15:36:36
650,Skovorodino,RU,53.9833,123.9167,6.64,72,100,7.87,overcast clouds,2021-11-23 15:36:36
651,Itajuba,BR,-22.4256,-45.4528,84.63,35,72,3.98,broken clouds,2021-11-23 15:36:37
652,Northam,GB,51.0333,-4.2167,48.15,80,26,6.17,scattered clouds,2021-11-23 15:36:37
653,Skaelskor,DK,55.2506,11.2935,48.09,86,11,16.8,few clouds,2021-11-23 15:36:38
654,Athabasca,CA,54.7169,-113.2854,22.82,85,93,12.35,overcast clouds,2021-11-23 15:36:38
655,Lumut,MY,4.2323,100.6298,77.38,88,40,2.3,scattered clouds,2021-11-23 15:36:38
656,Rio Grande Da Serra,BR,-23.7442,-46.3983,91.02,26,15,5.88,few clouds,2021-11-23 15:35:47
657,Cedar City,US,37.6775,-113.0619,47.39,23,90,8.05,overcast clouds,2021-11-23 15:36:39
658,Sidney,AU,-33.8679,151.2073,65.77,94,75,1.99,broken clouds,2021-11-23 15:34:50
659,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,101.01,33,50,7.7,scattered clouds,2021-11-23 15:36:39
660,Neryungri,RU,56.6709,124.6491,-11.74,97,100,4.43,overcast clouds,2021-11-23 15:36:40
661,Huntsville,US,34.7304,-86.5861,41.83,65,1,1.01,clear sky,2021-11-23 15:34:48
662,Peniche,PT,39.3558,-9.3811,61.29,63,17,11.59,few clouds,2021-11-23 15:36:40
663,Bhiwandi,IN,19.3,73.0667,84.06,76,57,2.75,light rain,2021-11-23 15:36:41
664,Bumbuna,SL,9.05,-11.7333,91.89,39,3,3.56,clear sky,2021-11-23 15:36:41
665,Russell,US,32.3502,-85.1999,45.99,37,0,4.61,clear sky,2021-11-23 15:36:41
666,Great Falls,US,47.5002,-111.3008,44.42,36,1,3.0,clear sky,2021-11-23 15:36:37
667,Arkhara,RU,49.4212,130.0842,25.32,87,100,17.18,overcast clouds,2021-11-23 15:36:42
668,Cierna Nad Tisou,SK,48.417,22.0887,40.82,59,33,4.47,scattered clouds,2021-11-23 15:36:42
669,Houma,US,29.5958,-90.7195,55.02,65,1,9.22,clear sky,2021-11-23 15:34:17
670,Sistranda,NO,63.7256,8.834,48.16,91,100,40.26,light rain,2021-11-23 15:36:42
671,Daru,PG,-9.0763,143.2092,79.56,81,38,7.67,scattered clouds,2021-11-23 15:36:43
672,Eenhana,NA,-17.4667,16.3333,90.57,10,78,10.09,broken clouds,2021-11-23 15:36:43
673,Aasiaat,GL,68.7098,-52.8699,0.05,83,64,19.22,broken clouds,2021-11-23 15:36:43
674,North Battleford,CA,52.7834,-108.2847,23.4,91,25,7.49,scattered clouds,2021-11-23 15:33:04
675,Kewanee,US,41.2456,-89.9248,35.78,31,9,13.11,clear sky,2021-11-23 15:36:44
676,Bolotnoye,RU,55.6717,84.3981,28.11,88,98,18.37,overcast clouds,2021-11-23 15:36:44
677,Paragominas,BR,-2.9667,-47.4833,94.12,38,91,4.18,overcast clouds,2021-11-23 15:36:45
678,Goulburn,AU,-34.75,149.7167,57.15,98,100,2.55,overcast clouds,2021-11-23 15:31:56
679,Khrebtovaya,RU,56.7032,104.2494,8.44,98,78,4.34,broken clouds,2021-11-23 15:36:45
680,Khromtau,KZ,50.2503,58.4347,15.33,95,98,6.31,overcast clouds,2021-11-23 15:36:45
681,Druzhba,UA,52.0428,33.9453,25.68,56,73,2.08,broken clouds,2021-11-23 15:36:46
682,Srandakan,ID,-7.9386,110.2506,62.73,90,99,6.76,very heavy rain,2021-11-23 15:35:07
683,Barbacoas,CO,1.6715,-78.1398,79.03,81,100,2.04,overcast clouds,2021-11-23 15:36:46
684,Perth,AU,-31.9333,115.8333,62.67,79,0,9.22,clear sky,2021-11-23 15:35:33
685,Tazovskiy,RU,67.4667,78.7,15.82,94,100,12.66,overcast clouds,2021-11-23 15:36:47
686,Mrakovo,RU,52.7161,56.6244,8.83,99,100,3.06,overcast clouds,2021-11-23 15:36:47
687,Zhanakorgan,KZ,43.9098,67.2495,42.75,66,7,4.68,clear sky,2021-11-23 15:36:48
688,Peleduy,RU,59.6289,112.7406,-9.17,94,92,1.5,overcast clouds,2021-11-23 15:36:48
